I#ID	Name
G5700	YCR014C
G5701	YGL189C
G5702	YMR099C
G5703	YDL109C
G5704	YGR094W
G5705	YDR059C
G5706	YHR009C
G5707	YCR063W
G5708	YIR029W
G5709	YDL173W
G5710	YOR033C
G5711	YIL164C
G5712	YOR206W
G5713	YDR071C
G5714	YHL004W
G5715	YDR075W
G5716	YDR469W
G5717	YGL070C
G5718	YBR107C
G5719	YNL202W
G5720	YKR094C
G5721	YHR081W
G5722	YNL002C
G5723	YNL104C
G5724	YJL035C
G5725	YGR180C
G5726	YMR266W
G5727	YGR043C
G5728	YER140W
G5729	YMR319C
G5730	YER175W-A
G5731	YDR079C-A
G5732	YDR179W-A
G5733	YMR133W
G5734	YHR123W
G5735	YLR258W
G5736	decoy160
G5737	YDL070W
G5738	decoy263
G5739	YLR462W
G5740	YBR290W
G5741	YJL098W
G5742	YDR339C
G5743	YFL041W
G5744	YPR034W
G5745	YGR279C
G5746	YIR014W
G5747	YEL017C-A
G5748	YOR246C
G5749	YDR480W
G5750	YOL042W
G5751	YPL145C
G5752	YML058W-A
G5753	YFR051C
G5754	YHR037W
G5755	YJR030C
G5756	YFR039C
G5757	YER001W
G5758	YBL074C
G5759	YOR321W
G5760	YJL137C
G5761	YDR002W
G5762	YOL132W
G5763	YBR123C
G5764	YDR373W
G5765	YDL149W
G5766	YOR381W
G5767	YEL047C
G5768	YCL050C
G5769	YDR295C
G5770	YMR154C
G5771	YHR150W
G5772	YDR019C
G5773	YDL024C
G5774	YIL114C
G5775	YLR326W
G5776	YCR007C
G5777	YDR300C
G5778	YKL215C
G5779	YDR282C
G5780	YNL123W
G5781	YNL307C
G5782	YOR287C
G5783	YBR214W
G5784	YGL186C
G5785	YFL041W-A
G5786	YPR072W
G5787	YIR021W
G5788	YJR148W
G5789	YBR008C
G5790	YPR128C
G5791	YMR211W
G5792	YEL055C
G5793	YDR091C
G5794	YJL062W-A
G5795	YLR214W
G5796	decoy107
G5797	YGR078C
G5798	YDR527W
G5799	YGR046W
G5800	YGR208W
G5801	YFR004W
G5802	YKL133C
G5803	YPL141C
G5804	YDL120W
G5805	YMR267W
G5806	YNR058W
G5807	YNR029C
G5808	YOR168W
G5809	decoy20
G5810	YKR031C
G5811	YPL226W
G5812	decoy126
G5813	YGL227W
G5814	YGR099W
G5815	YDR057W
G5816	YER137C
G5817	YBR040W
G5818	YNL278W
G5819	YGL183C
G5820	decoy32
G5821	YAL053W
G5822	YPR083W
G5823	YDL037C
G5824	YGR053C
G5825	YKL124W
G5826	YOL062C
G5827	YOR357C
G5828	YNL176C
G5829	YGL147C
G5830	YDR517W
G5831	YOR166C
G5832	YMR163C
G5833	YIL047C
G5834	YJL078C
G5835	YHR164C
G5836	YNL229C
G5837	YOL071W
G5838	YKL003C
G5839	YBR255W
G5840	YOL128C
G5841	YBL013W
G5842	decoy118
G5843	YHL010C
G5844	YGL023C
G5845	YHR066W
G5846	YGR066C
G5847	YPL107W
G5848	YAL063C
G5849	YKR090W
G5850	YDR023W
G5851	YMR008C
G5852	YNL138W-A
G5853	YLR367W
G5854	YGR028W
G5855	YDR468C
G5856	YDR485C
G5857	decoy274
G5858	YBR221C
G5859	YGR021W
G5860	YML098W
G5861	YNL279W
G5862	YOR187W
G5863	YNL106C
G5864	YHL022C
G5865	YKL164C
G5866	YCR059C
G5867	YCL049C
G5868	YPL246C
G5869	YPR040W
G5870	YDR337W
G5871	YAL041W
G5872	YDL200C
G5873	YGL049C
G5874	YNL098C
G5875	YPL189W
G5876	decoy3
G5877	YKR042W
G5878	YML128C
G5879	YDR205W
G5880	YML079W
G5881	YBL015W
G5882	YDL134C
G5883	YOR186W
G5884	YOR335C
G5885	YPL104W
G5886	YML074C
G5887	YMR317W
G5888	YMR145C
G5889	YDR437W
G5890	YKL198C
G5891	YLR032W
G5892	YJR021C
G5893	YPL179W
G5894	YBR122C
G5895	YGR167W
G5896	YFR031C
G5897	YCL032W
G5898	decoy77
G5899	YHR058C
G5900	YKR036C
G5901	decoy128
G5902	YDR242W
G5903	YGL167C
G5904	YNR059W
G5905	YPL021W
G5906	YDR180W
G5907	YLR260W
G5908	YOR151C
G5909	YLR201C
G5910	YLR385C
G5911	YER067W
G5912	YBR201W
G5913	YIR037W
G5914	YEL076C-A
G5915	YDL137W
G5916	YJR111C
G5917	YLR328W
G5918	decoy119
G5919	YPR159C-A
G5920	YER075C
G5921	YJR025C
G5922	YBR070C
G5923	YML082W
G5924	YFL061W
G5925	YDR284C
G5926	YKL191W
G5927	YHR155W
G5928	YOR129C
G5929	YCL038C
G5930	YIL111W
G5931	YDR395W
G5932	YGR012W
G5933	YGL089C
G5934	YLR395C
G5935	YBR235W
G5936	YLL027W
G5937	YBR285W
G5938	YHR026W
G5939	YEL015W
G5940	YBR060C
G5941	decoy254
G5942	YHR204W
G5943	YHR023W
G5944	YAR018C
G5945	YNR030W
G5946	YER150W
G5947	YBL080C
G5948	YNL016W
G5949	YIR031C
G5950	YAL038W
